ISIN,Company Name,Year,RGS Product Category,Company Product Category Revenue
AU000000CWY3,Cleanaway Waste Management Ltd.,2020,Waste Management Services,1583415380
AU000000CWY3,Cleanaway Waste Management Ltd.,2021,Waste Management Services,1780105105
AU000000CWY3,Cleanaway Waste Management Ltd.,2022,Waste Management Services,2048876386
AU000000CWY3,Cleanaway Waste Management Ltd.,2023,Waste Management Services,2335728600
AU000000CWY3,Cleanaway Waste Management Ltd.,2024,Waste Management Services,2466686640
AU000000DMP0,Domino's Pizza Enterprises Limited,2021,Quick Service Restaurants and Takeaways,1650980480
AU000000DMP0,Domino's Pizza Enterprises Limited,2022,Quick Service Restaurants and Takeaways,1587564494
AU000000DOW2,Downer EDI Limited,2021,Diversified Utilities,1412687688
AU000000DOW2,Downer EDI Limited,2021,Property and Infrastructure Maintenance,2681906907
AU000000DOW2,Downer EDI Limited,2021,Railroads and Rail Services,3975375375
AU000000DOW2,Downer EDI Limited,2022,Diversified Utilities,1227253814
AU000000DOW2,Downer EDI Limited,2022,Property and Infrastructure Maintenance,2885714286
AU000000DOW2,Downer EDI Limited,2022,Railroads and Rail Services,3967891817
AU000000DTZ4,Dotz Nano Limited,2013,Semiconductor Manufacturing Machinery,1875132.6945795
AU000000DTZ4,Dotz Nano Limited,2013,Zinc and Zinc Ore,187878703.305421
AU000000DTZ4,Dotz Nano Limited,2014,Semiconductor Manufacturing Machinery,46657222
AU000000DTZ4,Dotz Nano Limited,2014,Zinc and Zinc Ore,119254796
AU000000DTZ4,Dotz Nano Limited,2017,Semiconductor Manufacturing Machinery,109993
AU000000DTZ4,Dotz Nano Limited,2018,Semiconductor Manufacturing Machinery,14515
AU000000DTZ4,Dotz Nano Limited,2019,Semiconductor Manufacturing Machinery,34120
AU000000DTZ4,Dotz Nano Limited,2020,Semiconductor Manufacturing Machinery,421239
AU000000DTZ4,Dotz Nano Limited,2021,Semiconductor Manufacturing Machinery,294412
AU000000DTZ4,Dotz Nano Limited,2022,Semiconductor Manufacturing Machinery,188622
AU000000DTZ4,Dotz Nano Limited,2023,Semiconductor Manufacturing Machinery,54384
AU000000DXS1,Dexus,2021,Financial Exchanges,975976
AU000000DXS1,Dexus,2021,"Industrial Property Acquisition, Development, Leasing and Management",237687688
AU000000DXS1,Dexus,2021,"Residential Property Acquisition, Development, Leasing and Management",524024024
AU000000EML7,EML Payments Ltd.,2016,Digital Payment Solutions and Related Services,17357530
AU000000EML7,EML Payments Ltd.,2017,Digital Payment Solutions and Related Services,44458081
AU000000EML7,EML Payments Ltd.,2018,Digital Payment Solutions and Related Services,52473309
AU000000EML7,EML Payments Ltd.,2019,Digital Payment Solutions and Related Services,68206539
AU000000EML7,EML Payments Ltd.,2020,Digital Payment Solutions and Related Services,83280433
AU000000EML7,EML Payments Ltd.,2021,Digital Payment Solutions and Related Services,145777778
AU000000EML7,EML Payments Ltd.,2022,Digital Payment Solutions and Related Services,161546792
AU000000EML7,EML Payments Ltd.,2023,Digital Payment Solutions and Related Services,169740756
AU000000EML7,EML Payments Ltd.,2024,Digital Payment Solutions and Related Services,144880176
AU000000EQT1,EQT Holdings Ltd.,2021,Investment and Investment Advisory Services,74783033
AU000000EQT1,EQT Holdings Ltd.,2022,Investment and Investment Advisory Services,76670596
AU000000EVN4,Evolution Mining Limited,2016,Diversified Mining,989288161
AU000000EVN4,Evolution Mining Limited,2017,Diversified Mining,1135135385
AU000000EVN4,Evolution Mining Limited,2018,Diversified Mining,1138152870
AU000000EVN4,Evolution Mining Limited,2019,Diversified Mining,1059518178
AU000000EVN4,Evolution Mining Limited,2020,Diversified Mining,1336975276
AU000000EVN4,Evolution Mining Limited,2021,Diversified Mining,1399442943
AU000000EVN4,Evolution Mining Limited,2022,Diversified Mining,1424841618
AU000000EVN4,Evolution Mining Limited,2023,Diversified Mining,1483136046
AU000000EVN4,Evolution Mining Limited,2024,Diversified Mining,2107763868
AU000000EVN4,Evolution Mining Limited,2024,Mining Support Services,35909742
AU000000EWC5,Energy World Corporation Ltd,2016,Diversified Utilities,139078008
AU000000EWC5,Energy World Corporation Ltd,2016,Oil and Gas Services,52705777
AU000000EWC5,Energy World Corporation Ltd,2017,Diversified Utilities,131350236
AU000000EWC5,Energy World Corporation Ltd,2017,Oil and Gas Services,49463573
AU000000EWC5,Energy World Corporation Ltd,2018,Diversified Utilities,110320619
AU000000EWC5,Energy World Corporation Ltd,2018,Oil and Gas Services,40520376
AU000000EWC5,Energy World Corporation Ltd,2019,Diversified Utilities,108143433
AU000000EWC5,Energy World Corporation Ltd,2019,Oil and Gas Services,38224895
AU000000EWC5,Energy World Corporation Ltd,2020,Diversified Utilities,118278284
AU000000EWC5,Energy World Corporation Ltd,2020,Oil and Gas Services,45273045
AU000000EWC5,Energy World Corporation Ltd,2021,Diversified Utilities,110845611
AU000000EWC5,Energy World Corporation Ltd,2021,Oil and Gas Services,39481754
AU000000EWC5,Energy World Corporation Ltd,2022,Diversified Utilities,113172464
AU000000EWC5,Energy World Corporation Ltd,2022,Oil and Gas Services,25728584
AU000000EWC5,Energy World Corporation Ltd,2023,Diversified Utilities,22755857
AU000000EWC5,Energy World Corporation Ltd,2023,Oil and Gas Services,11845759
AU000000FLT9,Flight Centre Travel Group Limited,2021,Travel Support Services,293199700
AU000000FLT9,Flight Centre Travel Group Limited,2022,Travel Support Services,698671983
AU000000FMG4,Fortescue Ltd,2016,Diversified Mining,7083000000
AU000000FMG4,Fortescue Ltd,2017,Diversified Mining,8447000000
AU000000FMG4,Fortescue Ltd,2018,Diversified Mining,6887000000
AU000000FMG4,Fortescue Ltd,2019,Diversified Mining,9965000000
AU000000FMG4,Fortescue Ltd,2020,Diversified Mining,12820000000
AU000000FMG4,Fortescue Ltd,2021,Diversified Mining,198000000
AU000000FMG4,Fortescue Ltd,2021,Steel and Related Products,22284000000
AU000000FMG4,Fortescue Ltd,2022,Diversified Mining,0
AU000000FMG4,Fortescue Ltd,2022,Steel and Related Products,17390000000
AU000000FMG4,Fortescue Ltd,2023,Diversified Mining,16871000000
AU000000FMG4,Fortescue Ltd,2024,Diversified Mining,18220000000
AU000000GMG2,Goodman Group,2016,Commercial Property Engineering and Construction,931049888
AU000000GMG2,Goodman Group,2016,"Industrial Property Acquisition, Development, Leasing and Management",193075205
AU000000GMG2,Goodman Group,2016,"Residential Property Acquisition, Development, Leasing and Management",152345495
AU000000GMG2,Goodman Group,2017,Commercial Property Engineering and Construction,925903199
AU000000GMG2,Goodman Group,2017,"Industrial Property Acquisition, Development, Leasing and Management",204264785
AU000000GMG2,Goodman Group,2017,"Residential Property Acquisition, Development, Leasing and Management",135844136
AU000000GMG2,Goodman Group,2018,Commercial Property Engineering and Construction,824411689
AU000000GMG2,Goodman Group,2018,"Industrial Property Acquisition, Development, Leasing and Management",233846836
AU000000GMG2,Goodman Group,2018,"Residential Property Acquisition, Development, Leasing and Management",111123425
AU000000GMG2,Goodman Group,2019,Commercial Property Engineering and Construction,795994414
AU000000GMG2,Goodman Group,2019,"Industrial Property Acquisition, Development, Leasing and Management",329611722
AU000000GMG2,Goodman Group,2019,"Residential Property Acquisition, Development, Leasing and Management",80420488
AU000000GMG2,Goodman Group,2020,Commercial Property Engineering and Construction,607671282
AU000000GMG2,Goodman Group,2020,"Industrial Property Acquisition, Development, Leasing and Management",351961885
AU000000GMG2,Goodman Group,2020,"Residential Property Acquisition, Development, Leasing and Management",79797305
AU000000GMG2,Goodman Group,2020,"Retail Property Acquisition, Development, Leasing and Management",826202
AU000000GMG2,Goodman Group,2021,Commercial Property Engineering and Construction,1120120120
AU000000GMG2,Goodman Group,2021,"Industrial Property Acquisition, Development, Leasing and Management",288213213
AU000000GMG2,Goodman Group,2021,"Residential Property Acquisition, Development, Leasing and Management",84384384
AU000000GMG2,Goodman Group,2022,Commercial Property Engineering and Construction,994732832
AU000000GMG2,Goodman Group,2022,"Industrial Property Acquisition, Development, Leasing and Management",352876228
AU000000GMG2,Goodman Group,2022,"Residential Property Acquisition, Development, Leasing and Management",95222760
AU000000GMG2,Goodman Group,2022,"Retail Property Acquisition, Development, Leasing and Management",552016
AU000000GMG2,Goodman Group,2023,Commercial Property Engineering and Construction,937195200
AU000000GMG2,Goodman Group,2023,"Industrial Property Acquisition, Development, Leasing and Management",292307400
AU000000GMG2,Goodman Group,2023,"Residential Property Acquisition, Development, Leasing and Management",81784800
AU000000GMG2,Goodman Group,2024,Commercial Property Engineering and Construction,797586900
AU000000GMG2,Goodman Group,2024,"Industrial Property Acquisition, Development, Leasing and Management",453821280
AU000000GMG2,Goodman Group,2024,"Residential Property Acquisition, Development, Leasing and Management",70726260
AU000000GNC9,Graincorp Limited Class A,2021,Agricultural Produce Processing and Storage,534909910
AU000000GNC9,Graincorp Limited Class A,2021,Grain Production,3587837838
AU000000GOR5,Gold Road Resources Ltd,2019,Gold and Gold Ore,53033221
AU000000GOR5,Gold Road Resources Ltd,2020,Gold and Gold Ore,227367430
AU000000GOR5,Gold Road Resources Ltd,2021,Gold and Gold Ore,199332159
AU000000GOR5,Gold Road Resources Ltd,2022,Gold and Gold Ore,260930124
AU000000GOR5,Gold Road Resources Ltd,2023,Gold and Gold Ore,321413258
AU000000GPT8,GPT Group,2016,"Office Acquisition, Development, Leasing and Management",207889821
AU000000GPT8,GPT Group,2016,"Retail Property Acquisition, Development, Leasing and Management",299199142
AU000000GPT8,GPT Group,2016,"Specialized Property Acquisition, Development, Leasing and Management",58579890
AU000000GPT8,GPT Group,2016,Supply Chain Management Services,92105835
AU000000GPT8,GPT Group,2017,"Office Acquisition, Development, Leasing and Management",245594550
AU000000GPT8,GPT Group,2017,"Retail Property Acquisition, Development, Leasing and Management",346257030
AU000000GPT8,GPT Group,2017,"Specialized Property Acquisition, Development, Leasing and Management",39654916
AU000000GPT8,GPT Group,2017,Supply Chain Management Services,96360664
AU000000GPT8,GPT Group,2018,"Office Acquisition, Development, Leasing and Management",232743145
AU000000GPT8,GPT Group,2018,"Retail Property Acquisition, Development, Leasing and Management",311450597
AU000000GPT8,GPT Group,2018,"Specialized Property Acquisition, Development, Leasing and Management",40972931
AU000000GPT8,GPT Group,2018,Supply Chain Management Services,117286775
AU000000GPT8,GPT Group,2019,"Office Acquisition, Development, Leasing and Management",243009181
AU000000GPT8,GPT Group,2019,"Retail Property Acquisition, Development, Leasing and Management",324832347
AU000000GPT8,GPT Group,2019,"Specialized Property Acquisition, Development, Leasing and Management",43512491
AU000000GPT8,GPT Group,2019,Supply Chain Management Services,129272168
AU000000GPT8,GPT Group,2020,"Office Acquisition, Development, Leasing and Management",271698870
AU000000GPT8,GPT Group,2020,"Retail Property Acquisition, Development, Leasing and Management",257423298
AU000000GPT8,GPT Group,2020,"Specialized Property Acquisition, Development, Leasing and Management",47147972
AU000000GPT8,GPT Group,2020,Supply Chain Management Services,132029755
AU000000GPT8,GPT Group,2021,"Office Acquisition, Development, Leasing and Management",228370384.173838
AU000000GPT8,GPT Group,2021,"Retail Property Acquisition, Development, Leasing and Management",234120230.931769
AU000000GPT8,GPT Group,2021,"Specialized Property Acquisition, Development, Leasing and Management",32672658.6362451
AU000000GPT8,GPT Group,2021,Supply Chain Management Services,127443662.258149
AU000000GPT8,GPT Group,2022,"Office Acquisition, Development, Leasing and Management",265359623.474376
AU000000GPT8,GPT Group,2022,"Retail Property Acquisition, Development, Leasing and Management",268068032.754066
AU000000GPT8,GPT Group,2022,Supply Chain Management Services,148575594.771558
AU000000GPT8,GPT Group,2023,"Office Acquisition, Development, Leasing and Management",262396723.338879
AU000000GPT8,GPT Group,2023,"Retail Property Acquisition, Development, Leasing and Management",297955157.810035
AU000000GPT8,GPT Group,2023,Supply Chain Management Services,161206840.851087
AU000000GRR8,Grange Resources Limited,2016,Steel and Related Products,200102099
AU000000GRR8,Grange Resources Limited,2017,Steel and Related Products,193876561
AU000000GRR8,Grange Resources Limited,2018,Steel and Related Products,259216446
AU000000GRR8,Grange Resources Limited,2019,Steel and Related Products,259107396
AU000000GRR8,Grange Resources Limited,2020,"Residential Property Acquisition, Development, Leasing and Management",11836379
AU000000GRR8,Grange Resources Limited,2020,Steel and Related Products,394302889
AU000000GRR8,Grange Resources Limited,2021,"Residential Property Acquisition, Development, Leasing and Management",4484192
AU000000GRR8,Grange Resources Limited,2021,Steel and Related Products,562595956
AU000000GRR8,Grange Resources Limited,2022,"Residential Property Acquisition, Development, Leasing and Management",9717303
AU000000GRR8,Grange Resources Limited,2022,Steel and Related Products,395406529
AU000000GRR8,Grange Resources Limited,2023,Steel and Related Products,418505420
AU000000HVN7,Harvey Norman Holdings Ltd,2021,Computer and Electronics Retail,2078324324
AU000000HVN7,Harvey Norman Holdings Ltd,2022,Computer and Electronics Retail,1946830097
AU000000IAG3,Insurance Australia Group Ltd,2016,Investment and Investment Advisory Services,690581762
AU000000IAG3,Insurance Australia Group Ltd,2016,Other Insurance,11514304763
AU000000IAG3,Insurance Australia Group Ltd,2017,Investment and Investment Advisory Services,220212433
AU000000IAG3,Insurance Australia Group Ltd,2017,Other Insurance,12224806615
AU000000IAG3,Insurance Australia Group Ltd,2018,Investment and Investment Advisory Services,183637036
AU000000IAG3,Insurance Australia Group Ltd,2018,Other Insurance,12532259172
AU000000IAG3,Insurance Australia Group Ltd,2019,Investment and Investment Advisory Services,227418671
AU000000IAG3,Insurance Australia Group Ltd,2019,Other Insurance,12400753936
AU000000IAG3,Insurance Australia Group Ltd,2020,Investment and Investment Advisory Services,264797336
AU000000IAG3,Insurance Australia Group Ltd,2020,Other Insurance,12188051575
AU000000IAG3,Insurance Australia Group Ltd,2021,Investment and Investment Advisory Services,282713003
AU000000IAG3,Insurance Australia Group Ltd,2021,Other Insurance,13811910180
AU000000IAG3,Insurance Australia Group Ltd,2022,Investment and Investment Advisory Services,44961851
AU000000IAG3,Insurance Australia Group Ltd,2022,Other Insurance,13260120151
AU000000IAG3,Insurance Australia Group Ltd,2023,Investment and Investment Advisory Services,176906381
AU000000IAG3,Insurance Australia Group Ltd,2023,Other Insurance,13175825845
AU000000IAG3,Insurance Australia Group Ltd,2024,Other Insurance,10107816141
AU000000IDX2,Integral Diagnostics Ltd,2015,Diagnostic Equipment,131521846
AU000000IDX2,Integral Diagnostics Ltd,2016,Diagnostic Equipment,116294769
AU000000IDX2,Integral Diagnostics Ltd,2017,Diagnostic Equipment,84848171
AU000000IDX2,Integral Diagnostics Ltd,2018,Diagnostic Equipment,107823525
AU000000IDX2,Integral Diagnostics Ltd,2019,Diagnostic Equipment,132396112
AU000000IDX2,Integral Diagnostics Ltd,2020,Diagnostic Equipment,167958859
AU000000IDX2,Integral Diagnostics Ltd,2021,Diagnostic Equipment,332831598
AU000000IDX2,Integral Diagnostics Ltd,2022,Diagnostic Equipment,187523935
AU000000IDX2,Integral Diagnostics Ltd,2023,Diagnostic Equipment,293547492
AU000000IGL0,IVE Group Ltd.,2021,Digital Goods and Services,457069069
AU000000IGL0,IVE Group Ltd.,2021,IT Consulting Services,35766517
AU000000IGL0,IVE Group Ltd.,2022,Digital Goods and Services,490330791
AU000000IGL0,IVE Group Ltd.,2022,IT Consulting Services,36004854
AU000000IGO4,IGO Limited,2016,Diversified Mining,143042114
AU000000IGO4,IGO Limited,2016,Gold and Gold Ore,156452790
AU000000IGO4,IGO Limited,2017,Diversified Mining,156301053
AU000000IGO4,IGO Limited,2017,Gold and Gold Ore,159816156
AU000000IGO4,IGO Limited,2018,Diversified Mining,407031102
AU000000IGO4,IGO Limited,2018,Gold and Gold Ore,186253670
AU000000IGO4,IGO Limited,2019,Diversified Mining,371445490
AU000000IGO4,IGO Limited,2019,Gold and Gold Ore,199155822
AU000000IGO4,IGO Limited,2020,Diversified Mining,399426478
AU000000IGO4,IGO Limited,2020,Gold and Gold Ore,199719092
AU000000IGO4,IGO Limited,2021,Diversified Mining,498918331
AU000000IGO4,IGO Limited,2022,Diversified Mining,653107148
AU000000IGO4,IGO Limited,2023,Diversified Mining,682535761
AU000000IGO4,IGO Limited,2024,Digital Goods and Services,32330100
AU000000IGO4,IGO Limited,2024,Diversified Mining,498550140
AU000000ILU1,Iluka Resources Limited,2016,Diversified Mining,525915627
AU000000ILU1,Iluka Resources Limited,2017,Diversified Mining,795835843
AU000000ILU1,Iluka Resources Limited,2018,Diversified Mining,911260516
AU000000ILU1,Iluka Resources Limited,2019,Diversified Mining,865821254
AU000000ILU1,Iluka Resources Limited,2020,Diversified Mining,763936045
AU000000ILU1,Iluka Resources Limited,2021,Diversified Mining,1130950772
AU000000ILU1,Iluka Resources Limited,2022,Diversified Mining,1104056217
AU000000ILU1,Iluka Resources Limited,2023,Diversified Mining,878886980
AU000000IMD5,Imdex Ltd,2016,Oil and Gas Services,106735666
AU000000IMD5,Imdex Ltd,2017,Oil and Gas Services,135172969
AU000000IMD5,Imdex Ltd,2018,Oil and Gas Services,161420814
AU000000IMD5,Imdex Ltd,2019,Oil and Gas Services,170984765
AU000000IMD5,Imdex Ltd,2020,Oil and Gas Services,163650572
AU000000IMD5,Imdex Ltd,2021,Diversified Mining,116755255
AU000000IMD5,Imdex Ltd,2021,Oil and Gas Services,81724474
AU000000IMD5,Imdex Ltd,2022,Diversified Mining,143512430
AU000000IMD5,Imdex Ltd,2022,Oil and Gas Services,92366077
AU000000IMD5,Imdex Ltd,2023,Diversified Mining,163282554
AU000000IMD5,Imdex Ltd,2023,Oil and Gas Services,110708514
AU000000IMM6,Immutep Ltd,2011,Biopharmaceuticals and Antibody Therapy,1051119
AU000000IMM6,Immutep Ltd,2012,Biopharmaceuticals and Antibody Therapy,26567
AU000000IMM6,Immutep Ltd,2016,Biopharmaceuticals and Antibody Therapy,127384
AU000000IMM6,Immutep Ltd,2018,Biopharmaceuticals and Antibody Therapy,2038204
AU000000IMM6,Immutep Ltd,2019,Biopharmaceuticals and Antibody Therapy,99966
AU000000IMM6,Immutep Ltd,2020,Biopharmaceuticals and Antibody Therapy,5018710
AU000000IMM6,Immutep Ltd,2022,Biopharmaceuticals and Antibody Therapy,123550
AU000000INA9,Ingenia Communities Group,2016,"Hotel and Resort Acquisition, Development, Leasing and Management",55074460
AU000000INA9,Ingenia Communities Group,2016,"Residential Property Acquisition, Development, Leasing and Management",24702904
AU000000INA9,Ingenia Communities Group,2017,"Hotel and Resort Acquisition, Development, Leasing and Management",42165375
AU000000INA9,Ingenia Communities Group,2017,"Residential Property Acquisition, Development, Leasing and Management",72821968
AU000000INA9,Ingenia Communities Group,2018,"Hotel and Resort Acquisition, Development, Leasing and Management",48078614
AU000000INA9,Ingenia Communities Group,2018,"Residential Property Acquisition, Development, Leasing and Management",85276885
AU000000INA9,Ingenia Communities Group,2018,"Specialized Property Acquisition, Development, Leasing and Management",6639329
AU000000INA9,Ingenia Communities Group,2019,"Hotel and Resort Acquisition, Development, Leasing and Management",50330875
AU000000INA9,Ingenia Communities Group,2019,"Residential Property Acquisition, Development, Leasing and Management",101778935
AU000000INA9,Ingenia Communities Group,2019,"Specialized Property Acquisition, Development, Leasing and Management",8385906
AU000000INA9,Ingenia Communities Group,2020,"Hotel and Resort Acquisition, Development, Leasing and Management",52814938
AU000000INA9,Ingenia Communities Group,2020,"Residential Property Acquisition, Development, Leasing and Management",106586204
AU000000INA9,Ingenia Communities Group,2020,"Specialized Property Acquisition, Development, Leasing and Management",8737082
AU000000INA9,Ingenia Communities Group,2021,"Hotel and Resort Acquisition, Development, Leasing and Management",52710210
AU000000INA9,Ingenia Communities Group,2021,"Residential Property Acquisition, Development, Leasing and Management",156915915
AU000000INA9,Ingenia Communities Group,2021,"Specialized Property Acquisition, Development, Leasing and Management",12279279
AU000000INA9,Ingenia Communities Group,2022,"Hotel and Resort Acquisition, Development, Leasing and Management",66652482
AU000000INA9,Ingenia Communities Group,2022,"Residential Property Acquisition, Development, Leasing and Management",153931042
AU000000INA9,Ingenia Communities Group,2022,"Specialized Property Acquisition, Development, Leasing and Management",12743979
AU000000INA9,Ingenia Communities Group,2023,"Hotel and Resort Acquisition, Development, Leasing and Management",84149766
AU000000INA9,Ingenia Communities Group,2023,"Residential Property Acquisition, Development, Leasing and Management",165740094
AU000000INA9,Ingenia Communities Group,2023,"Specialized Property Acquisition, Development, Leasing and Management",12825828
AU000000INA9,Ingenia Communities Group,2024,Automotive Retail,12839383
AU000000INA9,Ingenia Communities Group,2024,"Hotel and Resort Acquisition, Development, Leasing and Management",89881011
AU000000INA9,Ingenia Communities Group,2024,"Residential Property Acquisition, Development, Leasing and Management",212109454
AU000000IPH9,IPH Ltd.,2016,"Industrial Property Acquisition, Development, Leasing and Management",104271779
AU000000IPH9,IPH Ltd.,2017,"Industrial Property Acquisition, Development, Leasing and Management",139634119
AU000000IPH9,IPH Ltd.,2018,"Industrial Property Acquisition, Development, Leasing and Management",163992760
AU000000IPH9,IPH Ltd.,2019,"Industrial Property Acquisition, Development, Leasing and Management",177222616
AU000000IPH9,IPH Ltd.,2020,"Industrial Property Acquisition, Development, Leasing and Management",250204141
AU000000IPH9,IPH Ltd.,2020,Other Business Support Services,1562898
AU000000IPH9,IPH Ltd.,2021,"Industrial Property Acquisition, Development, Leasing and Management",270033033
AU000000IPH9,IPH Ltd.,2022,"Industrial Property Acquisition, Development, Leasing and Management",258295187
AU000000IPH9,IPH Ltd.,2023,"Industrial Property Acquisition, Development, Leasing and Management",321841836
AU000000IPL1,Incitec Pivot Limited,2016,Demolitions and Mining Explosives,1848672147.09753
AU000000IPL1,Incitec Pivot Limited,2016,Fertilizers,619666259.902473
AU000000IPL1,Incitec Pivot Limited,2017,Demolitions and Mining Explosives,1932394330.52026
AU000000IPL1,Incitec Pivot Limited,2017,Fertilizers,713064024.479741
AU000000IPL1,Incitec Pivot Limited,2018,Demolitions and Mining Explosives,2158965072.45292
AU000000IPL1,Incitec Pivot Limited,2018,Fertilizers,771469051.547083
AU000000IPL1,Incitec Pivot Limited,2019,Demolitions and Mining Explosives,2043076183.78779
AU000000IPL1,Incitec Pivot Limited,2019,Fertilizers,713207895.212207
AU000000IPL1,Incitec Pivot Limited,2020,Demolitions and Mining Explosives,1669419029.18896
AU000000IPL1,Incitec Pivot Limited,2020,Fertilizers,1000705343.81104
AU000000IPL1,Incitec Pivot Limited,2021,Demolitions and Mining Explosives,1866916594.92761
AU000000IPL1,Incitec Pivot Limited,2021,Fertilizers,1399984239.07239
AU000000IPL1,Incitec Pivot Limited,2022,Demolitions and Mining Explosives,2629571697.1325
AU000000IPL1,Incitec Pivot Limited,2022,Fertilizers,1864993421.8675
AU000000IPL1,Incitec Pivot Limited,2023,Demolitions and Mining Explosives,2149947616.04261
AU000000IPL1,Incitec Pivot Limited,2023,Fertilizers,1445677056.95739
AU000000IRE2,IRESS Limited,2020,Financial Data Processing and Analytics Software Solutions,373712120
AU000000IRE2,IRESS Limited,2021,Financial Data Processing and Analytics Software Solutions,447406156
AU000000JBH7,JB Hi-Fi Limited,2021,Computer and Electronics Retail,6693768769
AU000000JBH7,JB Hi-Fi Limited,2022,Computer and Electronics Retail,6402219140
AU000000JHX1,James Hardie Industries PLC Chess Units of Foreign Securities,2020,"Cement, Concrete, and Cement Derivatives",2606200000
AU000000JHX1,James Hardie Industries PLC Chess Units of Foreign Securities,2020,Trading Companies and Distributors,600000
AU000000JHX1,James Hardie Industries PLC Chess Units of Foreign Securities,2021,"Cement, Concrete, and Cement Derivatives",2498400000
AU000000JHX1,James Hardie Industries PLC Chess Units of Foreign Securities,2021,Wood Construction Products,410300000
AU000000JHX1,James Hardie Industries PLC Chess Units of Foreign Securities,2022,"Cement, Concrete, and Cement Derivatives",3126200000
AU000000JHX1,James Hardie Industries PLC Chess Units of Foreign Securities,2022,Wood Construction Products,488500000
AU000000KAR6,Karoon Energy Ltd,2021,Oil and Gas Services,170809000
AU000000KAR6,Karoon Energy Ltd,2022,Oil and Gas Services,385074000
AU000000KCN1,Kingsgate Consolidated Limited,2012,Business and Management Consulting,0
AU000000KCN1,Kingsgate Consolidated Limited,2012,Diversified Mining,366324232
AU000000KCN1,Kingsgate Consolidated Limited,2013,Diversified Mining,301407806
AU000000KCN1,Kingsgate Consolidated Limited,2014,Diversified Mining,309890608
AU000000KCN1,Kingsgate Consolidated Limited,2015,Diversified Mining,240695735
AU000000KCN1,Kingsgate Consolidated Limited,2016,Diversified Mining,129867461
AU000000KCN1,Kingsgate Consolidated Limited,2017,Diversified Mining,135091662
AU000000KCN1,Kingsgate Consolidated Limited,2021,Diversified Mining,9263514
AU000000KCN1,Kingsgate Consolidated Limited,2023,Diversified Mining,18206442
AU000000KCN1,Kingsgate Consolidated Limited,2024,Diversified Mining,88718461
AU000000KGN2,Kogan.com Ltd.,2016,Computer and Electronics Retail,156383890
AU000000KGN2,Kogan.com Ltd.,2016,Digital Goods and Services,845146
AU000000KGN2,Kogan.com Ltd.,2017,Computer and Electronics Retail,220726520
AU000000KGN2,Kogan.com Ltd.,2017,Digital Goods and Services,1347407
AU000000KGN2,Kogan.com Ltd.,2018,Computer and Electronics Retail,302095648
AU000000KGN2,Kogan.com Ltd.,2019,Computer and Electronics Retail,305562864
AU000000KGN2,Kogan.com Ltd.,2019,Digital Goods and Services,2294335
AU000000KGN2,Kogan.com Ltd.,2020,Computer and Electronics Retail,341314900
AU000000KGN2,Kogan.com Ltd.,2020,Digital Goods and Services,1492671
AU000000KGN2,Kogan.com Ltd.,2021,Computer and Electronics Retail,586142643
AU000000KGN2,Kogan.com Ltd.,2022,Computer and Electronics Retail,495782131
AU000000KGN2,Kogan.com Ltd.,2023,Computer and Electronics Retail,326003004
AU000000LLC3,Lendlease Group,2020,Commercial Property Engineering and Construction,6244490358
AU000000LLC3,Lendlease Group,2020,Investment and Investment Advisory Services,213498623
AU000000LLC3,Lendlease Group,2020,"Residential Property Acquisition, Development, Leasing and Management",1579889808
AU000000LLC3,Lendlease Group,2020,"Specialized Property Acquisition, Development, Leasing and Management",112258953
AU000000LLC3,Lendlease Group,2021,Commercial Property Engineering and Construction,5674924925
AU000000LLC3,Lendlease Group,2021,Investment and Investment Advisory Services,211711712
AU000000LLC3,Lendlease Group,2021,"Residential Property Acquisition, Development, Leasing and Management",1448948949
AU000000LLC3,Lendlease Group,2021,"Specialized Property Acquisition, Development, Leasing and Management",90840841
AU000000LOV7,Lovisa Holdings Ltd.,2022,Apparel Retail,316552011
AU000000LOV7,Lovisa Holdings Ltd.,2022,Luxury and Speciality Stores,1556172
AU000000LYC6,Lynas Rare Earths Limited,2016,"Precious, Radioactive, and Rare-Earth Metals",142186150
AU000000LYC6,Lynas Rare Earths Limited,2017,"Precious, Radioactive, and Rare-Earth Metals",197112833
AU000000LYC6,Lynas Rare Earths Limited,2018,"Precious, Radioactive, and Rare-Earth Metals",276408438
AU000000LYC6,Lynas Rare Earths Limited,2019,"Precious, Radioactive, and Rare-Earth Metals",251434727
AU000000LYC6,Lynas Rare Earths Limited,2020,"Precious, Radioactive, and Rare-Earth Metals",210069332
AU000000LYC6,Lynas Rare Earths Limited,2021,"Precious, Radioactive, and Rare-Earth Metals",367135135
AU000000LYC6,Lynas Rare Earths Limited,2022,"Precious, Radioactive, and Rare-Earth Metals",634828060
AU000000LYC6,Lynas Rare Earths Limited,2023,"Precious, Radioactive, and Rare-Earth Metals",492359814
AU000000LYC6,Lynas Rare Earths Limited,2024,"Precious, Radioactive, and Rare-Earth Metals",303585063
AU000000MAH3,Macmahon Holdings Limited,2016,Mining Support Services,258674609
AU000000MAH3,Macmahon Holdings Limited,2016,Other Business Support Services,1182427
AU000000MAH3,Macmahon Holdings Limited,2017,Mining Support Services,275864846
AU000000MAH3,Macmahon Holdings Limited,2017,Other Business Support Services,232415
AU000000MAH3,Macmahon Holdings Limited,2018,"Infrastructure and Civil Engineering, and Construction",19224205
